date,year,doy,Hour,lt,Lat_of_Earth,Lon_of_Earth,BR,BT,BN,|B,Solar_Wind_Speed,THETA_elevation_angle_of_v,PHI_azimuth_angle_of_v,Ion_Density,Temperature
2014-09-01,2014,244,0,18,7.2,261.4,3.0,-4.6,0.3,6.6,443.0,-0.5,1.0,4.8,123862.0
2014-09-01,2014,244,1,19,7.2,261.4,3.2,-0.5,-3.0,6.4,445.0,2.9,-2.9,5.0,127242.0
2014-09-01,2014,244,2,20,7.2,261.4,5.2,-1.9,-2.5,6.8,423.0,2.8,-1.7,5.0,96299.0
2014-09-01,2014,244,3,21,7.2,261.5,5.1,-1.3,1.0,6.3,423.0,-0.8,-1.9,4.9,107683.0
2014-09-01,2014,244,4,22,7.2,261.5,4.0,-3.0,-1.1,6.1,426.0,1.3,-0.2,4.7,124085.0
2014-09-01,2014,244,5,23,7.2,261.6,4.5,-1.8,1.3,5.7,420.0,-1.3,-1.6,4.5,117579.0
2014-09-01,2014,244,6,0,7.2,261.6,3.0,-4.2,0.1,5.8,431.0,0.5,0.6,4.3,132991.0
2014-09-01,2014,244,7,1,7.2,261.7,5.4,-0.7,-1.3,5.8,407.0,2.8,-3.7,4.5,96077.0
2014-09-01,2014,244,8,2,7.2,261.7,3.2,0.2,1.9,5.3,430.0,-1.4,-4.3,4.6,119413.0
2014-09-01,2014,244,9,3,7.2,261.7,2.4,-3.5,0.1,5.3,432.0,0.5,-0.3,4.4,122812.0
2014-09-01,2014,244,10,4,7.2,261.8,-0.1,1.4,3.8,5.9,456.0,-2.8,-4.7,4.1,96691.0
2014-09-01,2014,244,11,5,7.2,261.8,2.8,-1.7,1.1,5.7,426.0,0.5,-1.0,4.0,94109.0
2014-09-01,2014,244,12,6,7.2,261.9,4.0,-1.9,-1.2,5.7,414.0,3.4,-1.1,4.4,89345.0
2014-09-01,2014,244,13,7,7.2,261.9,-1.6,-4.9,-1.1,5.9,462.0,2.0,2.0,3.5,77853.0
2014-09-01,2014,244,14,8,7.2,261.9,1.1,-4.4,0.0,5.6,439.0,1.2,1.4,3.9,76595.0
2014-09-01,2014,244,15,9,7.2,262.0,3.0,-2.2,2.1,5.4,416.0,-1.0,-0.7,4.4,88563.0
2014-09-01,2014,244,16,10,7.2,262.0,3.2,-2.3,2.2,5.3,413.0,-1.8,-0.6,4.4,83064.0
2014-09-01,2014,244,17,11,7.2,262.1,4.7,-1.4,0.5,5.5,397.0,0.6,-1.0,4.2,62031.0
2014-09-01,2014,244,18,12,7.2,262.1,3.9,-3.0,-0.9,5.5,402.0,1.8,1.1,3.9,51464.0
2014-09-01,2014,244,19,13,7.2,262.1,3.0,-3.4,1.5,5.3,406.0,-1.5,1.2,3.9,57087.0
2014-09-01,2014,244,20,14,7.2,262.2,3.8,-2.6,1.4,5.4,396.0,-1.1,0.7,3.9,52487.0
2014-09-01,2014,244,21,15,7.2,262.2,2.9,-2.6,2.4,5.2,404.0,-1.1,2.2,3.7,80572.0
2014-09-01,2014,244,22,16,7.2,262.3,1.3,-3.1,-0.3,5.0,414.0,0.8,2.3,3.8,61511.0
2014-09-01,2014,244,23,17,7.2,262.3,0.7,-4.1,-0.4,5.1,419.0,0.5,3.6,3.7,47695.0
2014-09-02,2014,245,0,18,7.2,262.3,2.3,-3.2,-1.0,5.3,406.0,1.8,3.2,3.8,64710.0
2014-09-02,2014,245,1,19,7.2,262.4,3.1,-2.5,2.3,5.4,399.0,-1.7,2.8,3.6,76702.0
2014-09-02,2014,245,2,20,7.2,262.4,3.0,-3.4,-1.5,5.5,402.0,2.0,3.1,3.7,59323.0
2014-09-02,2014,245,3,21,7.2,262.5,2.7,-1.8,3.0,5.5,403.0,-2.7,2.0,4.0,67042.0
2014-09-02,2014,245,4,22,7.2,262.5,2.3,-4.6,0.4,5.6,407.0,-1.4,2.9,4.3,50365.0
2014-09-02,2014,245,5,23,7.2,262.5,3.4,-3.3,-1.8,5.6,402.0,0.8,1.4,4.6,70603.0
2014-09-02,2014,245,6,0,7.2,262.6,3.2,-2.2,2.9,5.3,407.0,-3.6,0.3,4.6,73264.0
2014-09-02,2014,245,7,1,7.2,262.6,0.8,-3.4,0.9,4.7,422.0,-1.5,0.5,4.5,87164.0
2014-09-02,2014,245,8,2,7.2,262.7,-1.1,-4.4,1.1,4.9,433.0,-1.5,1.8,4.8,75138.0
2014-09-02,2014,245,9,3,7.2,262.7,0.7,-1.5,1.1,4.5,423.0,-1.3,-0.6,4.7,77928.0
2014-09-02,2014,245,10,4,7.2,262.7,0.5,-3.0,-2.4,4.9,421.0,0.8,0.1,4.8,72244.0
2014-09-02,2014,245,11,5,7.2,262.8,4.2,-1.1,1.2,4.8,396.0,-2.7,-0.9,5.4,89050.0
2014-09-02,2014,245,12,6,7.2,262.8,3.5,-2.2,-1.1,5.2,399.0,-0.2,-0.4,5.1,68297.0
2014-09-02,2014,245,13,7,7.2,262.9,0.9,-4.7,-1.8,5.4,413.0,-0.3,2.5,4.2,56705.0
2014-09-02,2014,245,14,8,7.2,262.9,1.4,-5.2,-1.4,5.7,408.0,-0.6,3.0,4.0,51969.0
2014-09-02,2014,245,15,9,7.2,263.0,0.7,-4.5,-0.7,5.6,419.0,-0.7,2.2,4.5,60827.0
2014-09-02,2014,245,16,10,7.2,263.0,0.9,-3.9,0.2,5.2,419.0,-1.9,0.9,5.1,74847.0
2014-09-02,2014,245,17,11,7.2,263.0,2.9,-3.0,2.3,5.7,410.0,-2.4,0.9,5.1,63068.0
2014-09-02,2014,245,18,12,7.2,263.1,3.2,-0.6,3.9,5.6,409.0,-3.4,-1.2,4.9,59980.0
2014-09-02,2014,245,19,13,7.2,263.1,0.0,-4.7,-1.6,5.6,424.0,0.1,1.7,4.0,51950.0
2014-09-02,2014,245,20,14,7.2,263.2,-0.4,-5.0,-1.9,5.7,428.0,0.5,1.9,4.1,49412.0
2014-09-02,2014,245,21,15,7.2,263.2,1.4,-3.8,0.4,5.3,419.0,-1.4,0.5,4.6,63555.0
2014-09-02,2014,245,22,16,7.2,263.2,1.0,-3.9,0.6,5.2,423.0,-1.8,0.7,4.7,62497.0
2014-09-02,2014,245,23,17,7.2,263.3,1.4,-2.2,-3.4,5.2,419.0,1.9,-0.7,5.1,64732.0
2014-09-03,2014,246,0,18,7.2,263.3,0.0,-2.0,-3.1,4.8,428.0,1.7,-0.4,4.8,63480.0
2014-09-03,2014,246,1,19,7.2,263.4,2.1,-3.4,0.7,4.7,415.0,-1.6,0.7,4.8,72309.0
2014-09-03,2014,246,2,20,7.2,263.4,2.0,-2.6,-1.6,4.6,415.0,1.2,0.6,4.5,72307.0
2014-09-03,2014,246,3,21,7.2,263.4,1.1,-3.9,-1.2,4.8,425.0,0.9,1.8,4.1,51110.0
2014-09-03,2014,246,4,22,7.2,263.5,2.9,-1.2,-1.4,4.6,411.0,1.4,-1.2,5.2,66586.0
2014-09-03,2014,246,5,23,7.2,263.5,1.1,-4.0,0.9,4.8,419.0,-1.3,2.1,4.3,48717.0
2014-09-03,2014,246,6,0,7.2,263.6,2.1,-4.2,0.3,4.9,409.0,-0.7,2.6,4.1,41639.0
2014-09-03,2014,246,7,1,7.2,263.6,0.6,-4.2,-0.6,4.8,422.0,0.7,2.7,4.2,42546.0
2014-09-03,2014,246,8,2,7.2,263.6,0.3,-3.4,-1.2,4.7,422.0,0.9,1.4,4.4,50780.0
2014-09-03,2014,246,9,3,7.2,263.7,1.5,-3.2,-0.1,4.7,412.0,0.3,1.6,4.3,42998.0
2014-09-03,2014,246,10,4,7.2,263.7,1.5,-3.4,0.8,4.6,408.0,-1.7,2.1,4.5,45714.0
2014-09-03,2014,246,11,5,7.2,263.8,0.9,-3.6,1.2,4.5,411.0,-1.6,1.9,4.5,44152.0
2014-09-03,2014,246,12,6,7.2,263.8,2.3,-2.5,-0.3,4.5,401.0,0.2,0.8,4.4,44964.0
2014-09-03,2014,246,13,7,7.2,263.8,3.4,-2.7,0.8,4.6,391.0,-0.8,1.2,4.3,44172.0
2014-09-03,2014,246,14,8,7.2,263.9,3.2,-2.5,-0.0,4.5,392.0,-0.1,1.1,4.6,50446.0
2014-09-03,2014,246,15,9,7.2,263.9,4.0,-0.7,2.0,4.7,384.0,-2.5,0.1,4.7,48793.0
2014-09-03,2014,246,16,10,7.2,264.0,4.3,-0.8,1.2,4.8,377.0,-2.0,0.3,4.2,41754.0
2014-09-03,2014,246,17,11,7.2,264.0,3.8,-2.6,-0.2,5.0,378.0,-0.3,3.1,4.1,38237.0
2014-09-03,2014,246,18,12,7.2,264.1,3.4,-2.8,-0.1,5.1,388.0,0.1,3.2,4.8,46785.0
2014-09-03,2014,246,19,13,7.2,264.1,3.6,-1.0,1.0,5.0,382.0,-2.1,0.2,4.9,50696.0
2014-09-03,2014,246,20,14,7.2,264.1,1.3,-3.7,-2.0,5.1,403.0,0.6,2.1,3.6,44181.0
2014-09-03,2014,246,21,15,7.2,264.2,2.8,-4.0,-0.7,5.2,395.0,0.1,2.8,3.4,57648.0
2014-09-03,2014,246,22,16,7.2,264.2,2.4,-1.8,-3.0,4.8,406.0,2.2,1.1,4.1,55566.0
2014-09-03,2014,246,23,17,7.2,264.3,1.9,2.6,-1.0,4.5,412.0,1.0,-2.3,4.3,47520.0
2014-09-04,2014,247,0,18,7.2,264.3,2.5,1.8,-0.1,3.9,409.0,0.4,-2.1,4.5,70905.0
2014-09-04,2014,247,1,19,7.2,264.3,1.5,0.6,-1.7,4.0,418.0,1.1,-1.3,4.6,69020.0
2014-09-04,2014,247,2,20,7.2,264.4,3.2,0.4,-2.5,4.7,410.0,1.3,-0.3,5.0,62164.0
2014-09-04,2014,247,3,21,7.2,264.4,5.0,-1.2,-1.2,5.5,399.0,0.8,1.3,5.2,56790.0
2014-09-04,2014,247,4,22,7.2,264.5,5.1,-1.5,-0.4,5.5,395.0,0.2,1.0,5.3,57351.0
2014-09-04,2014,247,5,23,7.2,264.5,2.5,-3.7,-0.7,4.8,405.0,0.4,2.5,4.2,52515.0
2014-09-04,2014,247,6,0,7.2,264.5,2.7,-2.2,0.5,4.3,399.0,-0.4,1.0,4.4,64199.0
2014-09-04,2014,247,7,1,7.2,264.6,2.1,-2.1,0.6,4.3,404.0,-0.5,1.6,4.1,66293.0
2014-09-04,2014,247,8,2,7.2,264.6,4.0,-0.2,0.1,4.4,388.0,0.1,-0.8,4.3,64343.0
2014-09-04,2014,247,9,3,7.2,264.7,2.8,-0.8,-0.1,4.3,399.0,0.1,-0.4,4.3,65275.0
2014-09-04,2014,247,10,4,7.2,264.7,3.8,1.9,1.4,4.6,391.0,-1.3,-2.4,4.3,72166.0
2014-09-04,2014,247,11,5,7.2,264.7,3.6,2.4,1.8,4.9,393.0,-1.4,-3.0,4.4,62690.0
2014-09-04,2014,247,12,6,7.2,264.8,3.0,0.4,2.1,4.6,396.0,-1.5,-1.2,4.3,59235.0
2014-09-04,2014,247,13,7,7.2,264.8,3.0,-0.4,2.9,4.5,392.0,-1.9,-0.4,4.5,62980.0
2014-09-04,2014,247,14,8,7.2,264.9,3.1,-2.0,0.3,4.6,388.0,0.6,0.8,4.7,64878.0
2014-09-04,2014,247,15,9,7.2,264.9,3.2,0.1,1.1,4.3,388.0,-0.4,-1.6,4.7,65404.0
2014-09-04,2014,247,16,10,7.2,264.9,2.3,-0.0,1.6,4.5,395.0,-0.7,-1.0,4.4,53284.0
2014-09-04,2014,247,17,11,7.2,265.0,2.9,0.7,1.1,4.2,389.0,-0.1,-1.7,4.6,62844.0
2014-09-04,2014,247,18,12,7.2,265.0,2.7,1.8,1.1,4.2,388.0,-0.1,-2.9,4.5,59147.0
2014-09-04,2014,247,19,13,7.2,265.1,2.6,2.6,0.4,4.1,391.0,0.6,-3.2,4.5,61911.0
2014-09-04,2014,247,20,14,7.2,265.1,2.8,2.3,1.6,4.3,390.0,-0.7,-3.5,4.4,55148.0
2014-09-04,2014,247,21,15,7.2,265.1,2.8,2.0,2.3,4.3,389.0,-1.1,-3.1,4.6,57270.0
2014-09-04,2014,247,22,16,7.2,265.2,2.1,-1.8,1.3,3.5,388.0,-0.4,-0.1,4.8,76473.0
2014-09-04,2014,247,23,17,7.2,265.2,2.6,0.4,0.4,3.4,388.0,-0.0,-2.2,4.9,84068.0
2014-09-05,2014,248,0,18,7.2,265.3,1.4,-2.1,4.1,5.5,416.0,-2.3,0.4,6.4,81294.0
2014-09-05,2014,248,1,19,7.2,265.3,2.1,-2.5,3.5,5.9,415.0,-2.1,0.8,6.9,91864.0
2014-09-05,2014,248,2,20,7.2,265.4,2.5,-1.9,4.4,6.2,407.0,-2.9,0.5,7.0,85773.0
2014-09-05,2014,248,3,21,7.2,265.4,1.6,-4.4,1.0,5.9,411.0,-0.4,1.1,6.9,72450.0
2014-09-05,2014,248,4,22,7.2,265.4,3.6,-2.8,1.7,5.5,400.0,-0.8,0.1,7.0,94110.0
2014-09-05,2014,248,5,23,7.2,265.5,2.9,-2.5,-1.7,4.6,397.0,1.1,0.2,6.8,93330.0
2014-09-05,2014,248,6,0,7.2,265.5,3.2,-2.1,-0.2,4.8,395.0,0.2,0.8,6.8,81773.0
2014-09-05,2014,248,7,1,7.2,265.6,0.3,-4.2,-2.1,5.4,406.0,0.9,1.3,6.2,46832.0
2014-09-05,2014,248,8,2,7.2,265.6,-0.3,-4.8,1.6,5.5,405.0,-1.2,2.3,5.7,43863.0
2014-09-05,2014,248,9,3,7.2,265.6,1.8,-4.3,0.4,5.0,393.0,-0.1,2.5,5.8,52815.0
2014-09-05,2014,248,10,4,7.2,265.7,4.0,-3.0,-1.7,5.4,376.0,1.9,1.7,6.1,50306.0
2014-09-05,2014,248,11,5,7.2,265.7,2.3,-3.3,-1.8,4.5,375.0,2.4,1.9,6.3,54548.0
2014-09-05,2014,248,12,6,7.2,265.8,2.9,-3.3,-0.2,4.7,374.0,1.7,2.0,6.4,55340.0
2014-09-05,2014,248,13,7,7.2,265.8,2.9,-3.9,2.2,5.5,369.0,-0.2,2.8,6.3,41798.0
2014-09-05,2014,248,14,8,7.2,265.8,2.1,-3.8,-0.4,5.7,370.0,1.7,3.0,7.0,36574.0
2014-09-05,2014,248,15,9,7.2,265.9,-1.9,1.7,-5.0,5.8,380.0,3.0,1.9,7.8,31700.0
2014-09-05,2014,248,16,10,7.2,265.9,-0.2,0.3,-5.0,5.8,371.0,2.1,2.8,8.8,37192.0
2014-09-05,2014,248,17,11,7.2,266.0,-1.3,-2.5,-4.9,6.0,371.0,2.7,4.4,8.9,34440.0
2014-09-05,2014,248,18,12,7.2,266.0,3.6,-2.9,-1.4,5.5,352.0,1.0,4.7,9.9,48166.0
2014-09-05,2014,248,19,13,7.2,266.0,2.4,-4.1,-0.8,5.5,353.0,1.2,4.6,9.3,44403.0
2014-09-05,2014,248,20,14,7.2,266.1,3.1,-3.5,-2.6,5.5,348.0,2.6,4.4,8.9,48409.0
2014-09-05,2014,248,21,15,7.2,266.1,2.0,-4.2,-2.5,5.5,348.0,2.5,4.9,9.0,39674.0
2014-09-05,2014,248,22,16,7.2,266.2,1.7,-4.9,0.2,5.6,346.0,1.6,4.7,8.7,36477.0
2014-09-05,2014,248,23,17,7.2,266.2,1.2,-4.7,0.9,5.2,343.0,1.1,4.9,8.5,35655.0
2014-09-06,2014,249,0,18,7.2,266.2,2.1,-3.9,1.7,5.0,338.0,1.4,3.8,8.5,38174.0
2014-09-06,2014,249,1,19,7.2,266.3,1.8,-3.5,1.6,4.4,339.0,1.5,3.8,9.9,32837.0
2014-09-06,2014,249,2,20,7.2,266.3,2.1,-3.4,2.3,4.8,336.0,0.8,4.0,9.9,31355.0
2014-09-06,2014,249,3,21,7.2,266.4,1.9,-3.7,3.5,5.5,339.0,0.9,3.9,11.0,34185.0
2014-09-06,2014,249,4,22,7.2,266.4,1.6,-2.8,4.1,5.4,342.0,1.5,3.4,15.7,33363.0
2014-09-06,2014,249,5,23,7.2,266.5,-0.7,-4.5,2.1,6.1,352.0,2.0,3.1,20.1,38463.0
2014-09-06,2014,249,6,0,7.2,266.5,-4.8,2.7,-7.7,9.7,346.0,-0.1,3.4,16.5,23726.0
2014-09-06,2014,249,7,1,7.2,266.5,-5.3,6.3,-5.7,10.1,348.0,2.1,4.5,16.5,26142.0
2014-09-06,2014,249,8,2,7.2,266.6,-5.8,4.4,0.4,7.8,340.0,4.0,3.8,24.0,33130.0
2014-09-06,2014,249,9,3,7.2,266.6,-5.0,1.8,5.3,7.7,336.0,4.4,4.3,22.3,36032.0
2014-09-06,2014,249,10,4,7.2,266.7,-5.0,2.5,5.7,8.1,339.0,5.2,3.8,19.9,39291.0
2014-09-06,2014,249,11,5,7.2,266.7,-6.6,2.5,2.5,8.0,337.0,5.3,3.8,20.6,57184.0
2014-09-06,2014,249,12,6,7.2,266.7,-3.9,3.3,7.2,9.0,338.0,4.2,4.3,16.6,37875.0
2014-09-06,2014,249,13,7,7.2,266.8,-3.6,1.7,7.2,8.5,336.0,3.7,4.1,18.2,33568.0
2014-09-06,2014,249,14,8,7.2,266.8,-1.5,-0.5,7.2,7.5,336.0,3.4,3.2,24.9,28277.0
2014-09-06,2014,249,15,9,7.2,266.9,-3.9,2.2,7.1,10.2,354.0,4.1,1.5,19.8,61892.0
2014-09-06,2014,249,16,10,7.2,266.9,-3.4,9.1,-2.3,11.2,378.0,-2.5,0.9,8.2,106683.0
2014-09-06,2014,249,17,11,7.2,266.9,0.4,7.7,-3.0,10.9,400.0,-5.6,1.8,8.2,91237.0
2014-09-06,2014,249,18,12,7.2,267.0,-0.4,7.8,-0.3,8.8,393.0,-2.5,0.4,12.5,83440.0
2014-09-06,2014,249,19,13,7.2,267.0,-3.0,8.0,1.6,9.8,369.0,0.3,5.3,8.9,75766.0
2014-09-06,2014,249,20,14,7.2,267.1,5.3,5.2,-5.0,10.3,409.0,-5.8,3.8,7.1,44646.0
2014-09-06,2014,249,21,15,7.2,267.1,7.6,1.1,-5.8,9.9,408.0,-5.3,0.6,5.8,44514.0
2014-09-06,2014,249,22,16,7.2,267.1,8.2,-1.5,-4.7,9.6,410.0,-5.4,-0.1,6.6,53094.0
2014-09-06,2014,249,23,17,7.2,267.2,8.5,-1.8,-3.7,9.4,410.0,-5.4,0.5,6.7,61126.0
2014-09-07,2014,250,0,18,7.2,267.2,8.4,-2.3,-3.0,9.2,412.0,-5.1,0.5,7.6,80623.0
2014-09-07,2014,250,1,19,7.2,267.3,7.6,-1.8,-4.2,9.5,395.0,-5.3,-0.3,7.0,51343.0
2014-09-07,2014,250,2,20,7.2,267.3,8.0,-2.0,-4.4,9.6,394.0,-5.3,-1.9,7.3,45742.0
2014-09-07,2014,250,3,21,7.2,267.3,7.8,1.3,-5.0,9.5,392.0,-5.3,-2.0,7.3,32206.0
2014-09-07,2014,250,4,22,7.2,267.4,5.2,5.5,-4.3,8.9,381.0,-5.1,0.4,8.2,34539.0
2014-09-07,2014,250,5,23,7.2,267.4,2.8,7.1,-3.0,8.3,371.0,-4.2,0.3,10.4,26473.0
2014-09-07,2014,250,6,0,7.2,267.5,3.9,4.8,-2.2,7.8,350.0,-1.6,1.0,9.4,40884.0
2014-09-07,2014,250,7,1,7.2,267.5,1.2,5.1,-0.8,7.3,351.0,-0.9,-2.3,10.8,35275.0
2014-09-07,2014,250,8,2,7.2,267.6,-5.5,4.1,5.0,8.6,344.0,0.3,-3.8,8.6,18687.0
2014-09-07,2014,250,9,3,7.2,267.6,-6.7,0.5,6.0,9.5,337.0,1.8,-2.5,5.3,34995.0
2014-09-07,2014,250,10,4,7.2,267.6,-7.4,-2.1,4.5,9.2,340.0,0.8,1.5,4.5,26642.0
2014-09-07,2014,250,11,5,7.2,267.7,-7.5,0.1,4.3,8.9,342.0,0.4,1.0,4.3,35053.0
2014-09-07,2014,250,12,6,7.2,267.7,-6.5,4.0,2.6,8.4,354.0,-1.4,3.3,4.5,49735.0
2014-09-07,2014,250,13,7,7.2,267.8,-7.2,3.2,1.5,8.6,347.0,-2.0,2.0,4.3,45850.0
2014-09-07,2014,250,14,8,7.2,267.8,-3.7,7.2,0.3,8.4,380.0,-2.7,4.2,4.0,84577.0
2014-09-07,2014,250,15,9,7.2,267.8,-3.0,8.2,-0.7,8.8,389.0,-3.3,3.8,3.6,65345.0
2014-09-07,2014,250,16,10,7.2,267.9,-3.3,7.7,-0.6,8.6,383.0,-2.3,4.7,3.7,76075.0
2014-09-07,2014,250,17,11,7.2,267.9,-6.7,3.7,2.8,8.6,366.0,1.3,3.5,3.4,84599.0
2014-09-07,2014,250,18,12,7.2,268.0,-7.9,-0.0,3.8,8.9,340.0,1.3,0.3,3.5,62970.0
2014-09-07,2014,250,19,13,7.2,268.0,-7.0,1.3,4.2,8.4,352.0,0.9,-1.9,3.0,63171.0
2014-09-07,2014,250,20,14,7.2,268.0,-6.5,2.6,3.9,8.4,357.0,0.4,-0.5,2.6,66612.0
2014-09-07,2014,250,21,15,7.2,268.1,-5.7,4.5,5.0,8.9,352.0,2.3,2.0,1.4,66428.0
2014-09-07,2014,250,22,16,7.2,268.1,-6.8,4.4,2.4,8.7,342.0,-1.5,2.0,1.8,64974.0
2014-09-07,2014,250,23,17,7.2,268.2,-7.1,4.0,0.2,8.3,344.0,-3.1,1.6,2.2,71841.0
2014-09-08,2014,251,0,18,7.2,268.2,-5.6,5.1,4.2,8.7,359.0,5.3,4.4,1.2,47052.0
2014-09-08,2014,251,1,19,7.2,268.2,-6.0,5.2,3.7,8.8,349.0,4.0,2.9,1.2,46663.0
2014-09-08,2014,251,2,20,7.2,268.3,-6.7,5.5,2.7,9.1,339.0,2.2,3.4,1.2,33513.0
2014-09-08,2014,251,3,21,7.2,268.3,-6.8,5.4,2.2,9.0,337.0,1.0,3.6,1.2,40692.0
2014-09-08,2014,251,4,22,7.2,268.4,-6.4,5.7,0.9,8.7,351.0,-2.3,4.2,1.4,55673.0
2014-09-08,2014,251,5,23,7.2,268.4,-6.4,3.0,-1.8,7.7,381.0,-5.9,-3.9,2.4,96074.0
2014-09-08,2014,251,6,0,7.2,268.4,-7.1,2.3,-0.7,7.6,378.0,-3.6,-4.1,2.6,91900.0
2014-09-08,2014,251,7,1,7.2,268.5,-7.2,2.0,1.1,7.7,379.0,-0.7,-3.9,2.7,103206.0
2014-09-08,2014,251,8,2,7.2,268.5,-6.2,1.5,2.2,7.1,385.0,0.9,-3.5,2.8,140787.0
2014-09-08,2014,251,9,3,7.2,268.6,-5.0,2.1,3.1,6.8,399.0,2.3,-2.8,2.8,175179.0
2014-09-08,2014,251,10,4,7.2,268.6,-4.6,1.8,3.4,6.7,405.0,1.7,-2.7,2.8,155478.0
2014-09-08,2014,251,11,5,7.2,268.7,-3.7,0.3,4.0,6.1,417.0,1.2,-5.4,3.2,126287.0
2014-09-08,2014,251,12,6,7.2,268.7,-1.8,5.4,0.6,6.2,433.0,-2.3,1.2,3.1,117659.0
2014-09-08,2014,251,13,7,7.2,268.7,-4.4,2.5,0.4,5.8,407.0,-1.3,-2.8,3.1,98136.0
2014-09-08,2014,251,14,8,7.2,268.8,-3.8,1.3,-1.8,5.6,417.0,-5.3,-4.7,3.3,122557.0
2014-09-08,2014,251,15,9,7.2,268.8,-4.3,2.7,-1.6,5.6,410.0,-4.6,-2.1,2.9,102196.0
2014-09-08,2014,251,16,10,7.2,268.9,-3.3,3.2,0.4,5.4,418.0,-0.6,-2.1,2.9,123600.0
2014-09-08,2014,251,17,11,7.2,268.9,-2.1,3.9,-1.5,5.7,434.0,-2.6,-0.1,2.6,100526.0
2014-09-08,2014,251,18,12,7.2,268.9,-2.0,3.4,0.9,5.5,431.0,0.7,-1.3,2.7,115350.0
2014-09-08,2014,251,19,13,7.2,269.0,-1.2,4.4,-2.2,5.7,438.0,-3.0,-0.1,2.8,113112.0
2014-09-08,2014,251,20,14,7.2,269.0,-0.9,4.0,-2.7,5.5,437.0,-3.5,-0.1,3.0,118150.0
2014-09-08,2014,251,21,15,7.2,269.1,-0.4,2.9,3.5,4.9,438.0,2.8,-1.3,3.4,118986.0
2014-09-08,2014,251,22,16,7.2,269.1,-3.6,2.5,-1.0,5.1,408.0,-1.4,-1.8,3.7,136669.0
2014-09-08,2014,251,23,17,7.2,269.1,-1.7,3.3,-2.4,4.9,423.0,-2.6,-0.7,3.2,122692.0
2014-09-09,2014,252,0,18,7.2,269.2,0.2,3.0,-3.4,4.9,439.0,-3.2,-1.3,3.1,104566.0
2014-09-09,2014,252,1,19,7.2,269.2,1.3,2.8,-2.5,4.7,444.0,-2.3,-0.5,3.2,118736.0
2014-09-09,2014,252,2,20,7.2,269.3,0.7,3.3,-2.6,4.7,434.0,-1.7,0.3,3.2,110621.0
2014-09-09,2014,252,3,21,7.2,269.3,-2.3,3.1,-1.6,4.9,404.0,-0.5,-0.2,3.3,109657.0
2014-09-09,2014,252,4,22,7.2,269.3,-2.5,2.3,-3.2,5.0,400.0,-2.4,-0.9,2.9,86479.0
2014-09-09,2014,252,5,23,7.2,269.4,1.0,0.9,0.0,4.5,426.0,0.4,-1.4,3.0,74004.0
2014-09-09,2014,252,6,0,7.2,269.4,-2.0,3.5,0.0,4.4,397.0,1.0,1.8,3.1,82384.0
2014-09-09,2014,252,7,1,7.2,269.5,-3.7,1.7,-0.4,4.8,382.0,-0.4,-1.0,3.5,87833.0
2014-09-09,2014,252,8,2,7.2,269.5,-4.4,-0.3,-0.8,4.7,370.0,0.2,-3.9,3.4,73972.0
2014-09-09,2014,252,9,3,7.2,269.5,-4.2,0.4,0.6,4.6,370.0,1.7,-2.7,3.5,71798.0
2014-09-09,2014,252,10,4,7.2,269.6,-3.6,2.1,0.5,4.7,361.0,2.7,0.4,3.4,45748.0
2014-09-09,2014,252,11,5,7.2,269.6,-3.3,1.9,-1.2,4.9,364.0,0.4,0.9,3.7,36808.0
2014-09-09,2014,252,12,6,7.2,269.7,-4.4,1.0,1.8,5.0,351.0,4.2,-0.1,3.7,31784.0
2014-09-09,2014,252,13,7,7.2,269.7,-3.5,-0.3,1.0,4.9,358.0,2.6,-1.7,3.7,35219.0
2014-09-09,2014,252,14,8,7.2,269.8,-3.7,-0.8,-0.8,4.6,359.0,-0.1,-2.6,4.5,49529.0
2014-09-09,2014,252,15,9,7.3,269.8,-2.0,2.6,-1.5,4.8,373.0,-1.2,2.0,4.3,45369.0
2014-09-09,2014,252,16,10,7.3,269.8,-2.1,0.3,-1.5,4.8,369.0,-0.9,-2.1,4.6,48382.0
2014-09-09,2014,252,17,11,7.3,269.9,-0.2,2.4,-2.5,4.9,383.0,-2.3,1.0,4.3,43429.0
2014-09-09,2014,252,18,12,7.3,269.9,-2.6,4.0,-1.4,5.1,361.0,-0.9,2.1,4.5,52645.0
2014-09-09,2014,252,19,13,7.3,270.0,-1.9,3.1,-1.9,5.1,366.0,-1.7,1.3,4.4,48806.0
2014-09-09,2014,252,20,14,7.3,270.0,-1.9,-2.0,-2.1,5.0,366.0,-1.7,-4.6,4.5,56325.0
2014-09-09,2014,252,21,15,7.3,270.0,-2.1,1.3,-3.5,5.2,362.0,-3.6,-0.9,4.6,59746.0
2014-09-09,2014,252,22,16,7.3,270.1,-1.5,3.9,-0.8,5.1,365.0,-1.0,2.4,4.4,50340.0
2014-09-09,2014,252,23,17,7.3,270.1,-4.2,2.3,-0.1,5.2,338.0,-0.5,0.6,4.9,62233.0
2014-09-10,2014,253,0,18,7.3,270.2,-3.5,2.7,2.2,5.2,342.0,2.8,1.4,4.7,51405.0
2014-09-10,2014,253,1,19,7.3,270.2,-0.4,3.4,3.0,5.3,366.0,3.3,1.6,4.5,40530.0
2014-09-10,2014,253,2,20,7.2,270.2,-1.6,3.5,3.0,5.3,358.0,3.2,1.6,4.5,38291.0
