date,year,doy,Hour,lt,Lat_of_Earth,Lon_of_Earth,BR,BT,BN,|B,Solar_Wind_Speed,THETA_elevation_angle_of_v,PHI_azimuth_angle_of_v,Ion_Density,Temperature
2015-06-20,2015,171,2,20,1.4,191.3,2.0,-3.2,-0.2,4.5,314.0,1.4,2.6,2.9,22339.0
2015-06-20,2015,171,3,21,1.4,191.3,3.5,-2.2,-0.7,4.5,307.0,2.4,2.6,3.0,22610.0
2015-06-20,2015,171,4,22,1.4,191.4,2.1,-3.7,0.5,4.4,318.0,0.3,5.5,3.3,17888.0
2015-06-20,2015,171,5,23,1.4,191.4,2.5,-3.1,0.5,4.3,310.0,0.5,5.1,3.6,18691.0
2015-06-20,2015,171,6,0,1.4,191.4,3.2,-2.3,0.5,4.1,302.0,0.5,4.0,3.5,18074.0
2015-06-20,2015,171,7,1,1.5,191.5,1.3,-3.2,0.8,4.0,315.0,-0.0,4.6,3.8,20414.0
2015-06-20,2015,171,8,2,1.5,191.5,3.6,-1.3,-0.6,4.4,307.0,0.8,2.6,2.9,25330.0
2015-06-20,2015,171,9,3,1.5,191.6,4.3,-1.4,-0.4,4.5,304.0,0.8,2.5,2.6,33744.0
2015-06-20,2015,171,10,4,1.5,191.6,4.2,-1.3,0.0,4.4,296.0,0.3,3.2,2.8,28806.0
2015-06-20,2015,171,11,5,1.5,191.6,4.2,-1.7,-0.1,4.6,302.0,0.1,2.1,2.6,23942.0
2015-06-20,2015,171,12,6,1.5,191.7,4.4,-1.2,-0.2,4.6,297.0,0.3,1.3,2.8,24882.0
2015-06-20,2015,171,13,7,1.5,191.7,4.3,-1.8,0.2,4.7,297.0,-0.8,1.6,2.6,18662.0
2015-06-20,2015,171,14,8,1.5,191.8,4.3,-2.0,0.6,4.8,294.0,-2.0,2.0,2.8,18860.0
2015-06-20,2015,171,15,9,1.5,191.8,4.4,-1.9,0.5,4.9,290.0,-2.2,2.3,2.8,19682.0
2015-06-20,2015,171,16,10,1.5,191.8,4.6,-2.1,-0.2,5.1,298.0,-1.3,2.4,3.4,18813.0
2015-06-20,2015,171,17,11,1.5,191.9,4.6,-2.5,-0.0,5.3,291.0,-0.7,3.9,3.1,18161.0
2015-06-20,2015,171,18,12,1.5,191.9,4.5,-2.7,-0.5,5.3,289.0,-0.4,4.5,3.6,20955.0
2015-06-20,2015,171,19,13,1.5,192.0,4.1,-2.7,-0.7,5.0,283.0,-0.5,4.5,4.2,17773.0
2015-06-20,2015,171,20,14,1.5,192.0,3.5,-3.2,-0.5,4.7,282.0,-1.2,4.9,5.1,17478.0
2015-06-20,2015,171,21,15,1.5,192.0,1.3,-4.0,-0.9,4.4,297.0,-0.8,5.2,6.2,13790.0
2015-06-20,2015,171,22,16,1.5,192.1,0.2,-4.0,-0.7,4.1,301.0,-0.9,4.9,6.7,11942.0
2015-06-20,2015,171,23,17,1.5,192.1,-1.0,-4.2,-0.4,4.4,307.0,-1.5,5.0,7.3,14427.0
2015-06-21,2015,172,0,18,1.5,192.2,-0.9,-4.1,-1.2,4.4,305.0,-1.9,5.0,8.3,14672.0
2015-06-21,2015,172,1,19,1.5,192.2,3.0,-2.9,0.1,4.8,287.0,-3.4,4.9,7.2,11815.0
2015-06-21,2015,172,2,20,1.5,192.2,3.6,-3.0,0.4,4.7,290.0,-3.2,4.8,7.2,8459.0
2015-06-21,2015,172,3,21,1.5,192.3,2.6,-2.6,-0.1,3.7,298.0,-2.6,4.0,8.1,8942.0
2015-06-21,2015,172,4,22,1.6,192.3,1.8,-1.9,0.2,2.7,297.0,-2.6,3.6,9.2,12240.0
2015-06-21,2015,172,5,23,1.6,192.4,2.5,-1.4,-0.1,3.0,295.0,-2.5,4.3,8.9,14553.0
2015-06-21,2015,172,6,0,1.6,192.4,3.4,-1.4,-0.3,3.7,286.0,-2.7,4.6,8.3,13631.0
2015-06-21,2015,172,7,1,1.6,192.4,2.0,-0.9,-0.1,2.2,294.0,-2.3,4.0,10.3,12172.0
2015-06-21,2015,172,8,2,1.6,192.5,2.5,-1.4,-0.4,2.9,287.0,-2.4,4.1,10.3,11607.0
2015-06-21,2015,172,9,3,1.6,192.5,1.9,-1.6,-0.4,2.5,284.0,-2.2,4.0,10.6,11347.0
2015-06-21,2015,172,10,4,1.6,192.6,1.4,-3.0,-0.8,3.4,281.0,-2.0,5.3,10.8,10194.0
2015-06-21,2015,172,11,5,1.6,192.6,1.3,-2.7,-1.3,3.3,279.0,-1.7,5.6,11.2,8856.0
2015-06-21,2015,172,12,6,1.6,192.6,0.9,-0.9,-0.3,2.1,283.0,-3.1,3.5,10.8,11283.0
2015-06-21,2015,172,13,7,1.6,192.7,1.5,0.3,-0.3,1.6,283.0,-3.7,3.2,11.5,10969.0
2015-06-21,2015,172,14,8,1.6,192.7,1.5,0.4,-0.0,1.6,282.0,-3.6,4.2,11.8,10612.0
2015-06-21,2015,172,15,9,1.6,192.8,1.5,-0.1,0.5,1.6,282.0,-3.1,4.0,12.5,10820.0
2015-06-21,2015,172,16,10,1.6,192.8,1.6,-0.6,0.3,1.8,284.0,-3.2,4.3,14.9,11314.0
2015-06-21,2015,172,17,11,1.6,192.8,0.5,0.2,1.2,4.4,333.0,-4.4,9.4,38.7,34082.0
2015-06-21,2015,172,18,12,1.6,192.9,-5.4,6.3,1.2,8.5,346.0,-4.4,9.4,38.5,37186.0
2015-06-21,2015,172,19,13,1.6,192.9,-4.9,4.4,0.0,7.1,342.0,-4.2,8.7,44.8,43058.0
2015-06-21,2015,172,20,14,1.6,192.9,-3.9,4.1,5.9,9.2,340.0,-5.5,7.2,33.0,44378.0
2015-06-21,2015,172,21,15,1.6,193.0,-4.4,4.8,2.0,8.9,342.0,-5.1,6.6,34.1,48123.0
2015-06-21,2015,172,22,16,1.6,193.0,6.4,-6.1,3.7,9.8,350.0,-4.2,4.8,25.1,55733.0
2015-06-21,2015,172,23,17,1.6,193.1,6.7,-7.5,4.5,11.2,340.0,-4.8,5.3,15.6,64067.0
2015-06-22,2015,173,0,18,1.7,193.1,7.9,-7.4,0.4,11.5,338.0,-3.4,3.4,12.9,74005.0
2015-06-22,2015,173,1,19,1.7,193.1,6.6,-7.7,3.3,11.1,349.0,-1.1,2.4,11.0,83892.0
2015-06-22,2015,173,2,20,1.7,193.2,6.9,-7.0,2.6,10.3,344.0,-0.5,2.2,10.5,80048.0
2015-06-22,2015,173,3,21,1.7,193.2,7.0,-5.7,2.0,9.7,346.0,-0.1,2.4,10.6,79382.0
2015-06-22,2015,173,4,22,1.7,193.3,6.8,-5.3,1.4,9.1,346.0,-0.5,3.0,10.2,82482.0
2015-06-22,2015,173,5,23,1.7,193.3,4.9,-4.2,-2.5,8.7,360.0,0.8,1.9,11.4,91278.0
2015-06-22,2015,173,6,0,1.7,193.3,8.0,-9.6,-4.3,14.5,413.0,1.9,7.0,26.9,186329.0
2015-06-22,2015,173,7,1,1.7,193.4,6.6,-9.0,1.4,14.3,423.0,-1.5,4.8,24.3,198279.0
2015-06-22,2015,173,8,2,1.7,193.4,5.9,-9.0,-5.4,14.1,420.0,2.0,3.4,23.0,213759.0
2015-06-22,2015,173,9,3,1.7,193.5,5.8,-7.1,0.0,11.5,419.0,3.1,2.8,21.6,236826.0
2015-06-22,2015,173,10,4,1.7,193.5,6.9,-5.9,4.5,11.0,402.0,0.3,2.4,19.0,310862.0
2015-06-22,2015,173,11,5,1.7,193.5,6.3,-3.9,5.0,10.3,426.0,-1.1,-1.0,17.8,315133.0
2015-06-22,2015,173,12,6,1.7,193.6,6.6,0.2,3.6,10.4,432.0,-0.3,-3.5,17.3,291653.0
2015-06-22,2015,173,13,7,1.7,193.6,8.0,-4.7,-1.8,10.4,418.0,3.1,0.4,16.0,301819.0
2015-06-22,2015,173,14,8,1.7,193.7,2.4,2.5,-6.9,11.0,434.0,6.2,-5.3,14.7,229075.0
2015-06-22,2015,173,15,9,1.7,193.7,2.9,4.1,-8.2,10.7,431.0,8.2,-6.6,13.1,196850.0
2015-06-22,2015,173,16,10,1.7,193.7,2.6,7.3,3.8,10.0,436.0,3.5,-8.4,13.0,183615.0
2015-06-22,2015,173,17,11,1.7,193.8,0.6,6.3,-1.3,9.7,446.0,4.7,-8.9,13.1,192133.0
2015-06-22,2015,173,18,12,1.7,193.8,1.4,10.2,-5.7,15.8,515.0,4.4,-6.9,24.4,456400.0
2015-06-22,2015,173,19,13,1.7,193.9,-1.9,4.9,-25.9,34.6,675.0,1.6,1.6,49.9,716994.0
2015-06-22,2015,173,20,14,1.8,193.9,22.4,-26.9,8.9,37.7,630.0,-0.7,3.6,47.0,413808.0
2015-06-22,2015,173,21,15,1.8,193.9,12.6,-20.4,-0.9,29.0,648.0,2.9,1.9,37.2,1265681.0
2015-06-22,2015,173,22,16,1.8,194.0,3.9,-7.3,11.6,22.1,658.0,-0.4,-0.1,39.2,949021.0
2015-06-22,2015,173,23,17,1.8,194.0,2.4,-16.9,9.2,22.3,653.0,-3.1,0.2,30.4,925958.0
2015-06-23,2015,174,0,18,1.8,194.1,-0.7,-6.0,14.2,23.9,655.0,-2.5,-2.3,24.3,1034392.0
2015-06-23,2015,174,1,19,1.8,194.1,5.2,-11.3,-2.6,22.7,714.0,-0.8,-1.9,11.1,662221.0
2015-06-23,2015,174,2,20,1.8,194.1,-2.7,-6.3,-24.1,25.6,725.0,0.7,-4.2,6.3,316340.0
2015-06-23,2015,174,3,21,1.8,194.2,-6.8,-4.8,-22.7,24.5,742.0,1.9,-3.4,3.6,245464.0
2015-06-23,2015,174,4,22,1.8,194.2,-7.5,-3.7,-21.4,23.1,703.0,3.4,-2.6,2.7,218075.0
2015-06-23,2015,174,5,23,1.8,194.3,-3.8,-1.2,-1.2,20.7,685.0,-0.8,-1.8,3.1,252696.0
2015-06-23,2015,174,6,0,1.8,194.3,10.9,5.2,16.4,20.4,658.0,-0.7,-4.0,2.2,233687.0
2015-06-23,2015,174,7,1,1.8,194.3,1.3,0.6,3.7,12.9,633.0,-5.5,-5.2,3.3,835874.0
2015-06-23,2015,174,8,2,1.8,194.4,-9.7,-2.2,-11.0,18.1,663.0,0.8,-2.4,1.3,243141.0
2015-06-23,2015,174,9,3,1.8,194.4,-11.0,-4.3,-14.2,18.5,641.0,-0.3,-1.4,0.3,294321.0
2015-06-23,2015,174,10,4,1.8,194.4,-9.0,-5.5,-13.4,17.0,643.0,-0.2,-2.1,0.3,181151.0
2015-06-23,2015,174,11,5,1.8,194.5,-7.1,-6.2,-11.6,15.1,642.0,-1.4,-2.4,0.6,217251.0
2015-06-23,2015,174,12,6,1.8,194.5,2.5,-0.9,-0.8,5.9,578.0,-15.6,-8.9,3.7,729009.0
2015-06-23,2015,174,13,7,1.8,194.6,-1.2,-1.0,2.3,5.1,577.0,-12.8,-7.3,4.4,502739.0
2015-06-23,2015,174,14,8,1.8,194.6,-5.8,-3.6,4.8,9.0,588.0,-13.2,-5.0,4.6,203892.0
2015-06-23,2015,174,15,9,1.8,194.6,-6.3,-5.9,8.5,12.4,591.0,-11.0,-4.0,1.9,106816.0
2015-06-23,2015,174,16,10,1.8,194.7,-3.9,-6.7,8.8,12.6,599.0,-9.9,-4.6,1.6,177455.0
2015-06-23,2015,174,17,11,1.9,194.7,-5.6,-5.1,8.6,12.0,583.0,-5.1,-3.0,1.4,92519.0
2015-06-23,2015,174,18,12,1.9,194.8,-6.4,-7.3,4.1,10.9,575.0,-4.0,-3.3,2.8,46330.0
2015-06-23,2015,174,19,13,1.9,194.8,-1.2,-2.4,1.6,7.9,576.0,-5.8,-1.4,5.0,120022.0
2015-06-23,2015,174,20,14,1.9,194.8,-5.2,-7.9,-3.7,10.2,581.0,-7.5,1.8,1.8,55762.0
2015-06-23,2015,174,21,15,1.9,194.9,-4.9,-7.9,-4.1,10.2,559.0,-3.6,0.3,1.8,62763.0
2015-06-23,2015,174,22,16,1.9,194.9,-6.4,-7.5,0.3,10.1,549.0,3.7,0.9,1.2,69607.0
2015-06-23,2015,174,23,17,1.9,195.0,-3.3,-7.4,-1.8,9.2,560.0,3.8,-1.1,1.2,88634.0
2015-06-24,2015,175,0,18,1.9,195.0,4.5,4.7,-2.0,7.9,591.0,-0.2,1.4,1.6,32768.0
2015-06-24,2015,175,1,19,1.9,195.0,4.1,5.2,0.7,7.2,581.0,-1.9,1.3,1.2,43436.0
2015-06-24,2015,175,2,20,1.9,195.1,3.9,4.3,-1.8,6.8,595.0,-2.0,1.1,1.2,60114.0
2015-06-24,2015,175,3,21,1.9,195.1,3.1,3.0,-3.2,6.4,602.0,0.1,2.3,1.2,63021.0
2015-06-24,2015,175,4,22,1.9,195.2,3.7,3.6,-1.5,6.1,585.0,-2.5,1.0,1.2,78574.0
2015-06-24,2015,175,5,23,1.9,195.2,4.2,1.8,-2.3,5.8,579.0,-1.9,3.3,1.4,95014.0
2015-06-24,2015,175,6,0,1.9,195.2,3.7,1.2,-3.5,5.8,577.0,-0.9,1.9,1.4,108619.0
2015-06-24,2015,175,7,1,1.9,195.3,4.4,1.8,-2.2,6.0,560.0,-1.9,1.2,1.2,68655.0
2015-06-24,2015,175,8,2,1.9,195.3,4.4,0.8,-2.3,5.8,559.0,-1.6,1.5,1.2,70228.0
2015-06-24,2015,175,9,3,1.9,195.4,5.1,0.2,-1.2,5.6,542.0,-3.7,0.8,1.3,77844.0
2015-06-24,2015,175,10,4,1.9,195.4,3.8,1.3,-3.2,5.5,545.0,-1.7,-0.5,1.3,64586.0
2015-06-24,2015,175,11,5,1.9,195.4,4.0,-1.5,-2.2,5.4,549.0,-1.5,1.3,1.2,60244.0
2015-06-24,2015,175,12,6,1.9,195.5,4.1,-1.3,-0.3,4.8,552.0,-1.9,-1.0,0.9,42390.0
2015-06-24,2015,175,13,7,1.9,195.5,5.1,-3.5,0.2,7.3,610.0,-4.2,3.2,1.6,110657.0
2015-06-24,2015,175,14,8,2.0,195.6,4.3,-9.0,0.6,11.5,731.0,-7.9,6.4,3.7,333214.0
2015-06-24,2015,175,15,9,2.0,195.6,6.5,-5.7,2.6,10.1,703.0,-9.9,4.7,3.9,338036.0
2015-06-24,2015,175,16,10,2.0,195.6,5.9,-5.7,2.2,9.7,706.0,-10.2,3.5,4.0,355213.0
2015-06-24,2015,175,17,11,2.0,195.7,7.0,-4.3,2.7,10.4,693.0,-9.7,3.7,2.8,315146.0
2015-06-24,2015,175,18,12,2.0,195.7,7.3,-4.7,1.4,9.5,683.0,-7.3,5.5,2.8,321867.0
2015-06-24,2015,175,19,13,2.0,195.8,8.2,-4.7,1.1,9.6,660.0,-7.0,6.1,5.3,188011.0
2015-06-24,2015,175,20,14,2.0,195.8,7.7,-3.6,1.8,8.9,645.0,-8.2,5.8,4.2,189272.0
2015-06-24,2015,175,21,15,2.0,195.8,6.9,-4.2,1.8,8.5,637.0,-6.0,6.3,3.0,228265.0
2015-06-24,2015,175,22,16,2.0,195.9,7.1,-4.2,0.6,8.4,622.0,-3.8,5.7,2.6,377593.0
2015-06-24,2015,175,23,17,2.0,195.9,9.1,-0.9,0.6,9.3,602.0,-0.3,3.7,2.8,184639.0
2015-06-25,2015,176,0,18,2.0,195.9,8.2,-3.7,0.6,9.4,605.0,-1.4,2.3,3.4,427880.0
2015-06-25,2015,176,1,19,2.0,196.0,6.7,-4.4,3.0,9.4,621.0,-4.8,2.9,5.6,441950.0
2015-06-25,2015,176,2,20,2.0,196.0,1.4,-4.3,5.7,8.6,623.0,-7.5,0.4,6.5,165231.0
2015-06-25,2015,176,3,21,2.0,196.1,4.3,-3.6,4.9,8.0,594.0,-7.0,0.4,6.6,149458.0
2015-06-25,2015,176,4,22,2.0,196.1,4.7,-3.0,1.8,7.2,586.0,-4.0,0.7,6.5,169349.0
2015-06-25,2015,176,5,23,2.0,196.1,5.1,0.4,4.5,8.2,595.0,-5.2,-2.8,6.6,184249.0
2015-06-25,2015,176,6,0,2.0,196.2,2.9,-7.3,-0.8,10.8,621.0,-4.0,0.5,7.3,213514.0
2015-06-25,2015,176,7,1,2.0,196.2,-3.4,-5.4,-1.6,11.3,654.0,-0.9,-0.6,6.1,188656.0
2015-06-25,2015,176,8,2,2.0,196.3,1.0,7.3,1.8,13.9,644.0,0.7,-4.5,6.4,182220.0
2015-06-25,2015,176,9,3,2.0,196.3,-1.0,-1.2,-1.1,12.3,665.0,2.3,-2.3,5.4,112303.0
2015-06-25,2015,176,10,4,2.1,196.3,3.8,11.0,-5.1,12.7,641.0,-0.5,-1.6,3.5,53624.0
2015-06-25,2015,176,11,5,2.1,196.4,5.9,10.0,-3.5,12.3,636.0,0.0,-1.3,4.0,30868.0
2015-06-25,2015,176,12,6,2.1,196.4,-0.4,2.8,-5.8,9.2,630.0,3.1,-1.7,8.4,82226.0
2015-06-25,2015,176,13,7,2.1,196.5,1.2,3.0,-6.9,7.9,617.0,4.2,-1.7,7.4,79555.0
2015-06-25,2015,176,14,8,2.1,196.5,0.2,1.2,-2.3,4.6,599.0,5.0,-2.3,5.0,108773.0
2015-06-25,2015,176,15,9,2.1,196.5,-0.2,2.1,-1.8,3.3,593.0,4.7,-0.9,3.1,98817.0
2015-06-25,2015,176,16,10,2.1,196.6,-0.8,1.2,-0.1,3.1,593.0,4.1,0.9,2.6,56986.0
2015-06-25,2015,176,17,11,2.1,196.6,-1.4,2.9,-2.1,3.9,585.0,5.6,-1.1,2.3,43160.0
2015-06-25,2015,176,18,12,2.1,196.7,0.2,2.8,-2.7,4.0,559.0,5.5,-0.7,2.4,39513.0
2015-06-25,2015,176,19,13,2.1,196.7,-1.8,0.5,-2.1,3.5,571.0,3.5,1.4,2.1,55084.0
2015-06-25,2015,176,20,14,2.1,196.7,-2.8,-0.2,-0.9,3.6,558.0,3.7,1.5,2.1,36063.0
2015-06-25,2015,176,21,15,2.1,196.8,-2.8,-0.5,0.0,3.1,551.0,2.1,3.3,2.5,41625.0
2015-06-25,2015,176,22,16,2.1,196.8,-2.8,0.2,-0.4,3.2,548.0,1.7,2.6,2.0,48009.0
2015-06-25,2015,176,23,17,2.1,196.9,-2.6,1.9,-1.7,3.8,535.0,4.2,2.7,1.6,48025.0
2015-06-26,2015,177,0,18,2.1,196.9,-2.8,0.8,-2.3,4.0,525.0,3.5,3.5,1.4,43517.0
2015-06-26,2015,177,1,19,2.1,196.9,-3.8,0.5,-1.9,4.4,519.0,2.1,3.5,0.9,31432.0
2015-06-26,2015,177,2,20,2.1,197.0,-4.2,-0.5,-1.8,4.7,518.0,1.4,2.1,0.8,28914.0
2015-06-26,2015,177,3,21,2.1,197.0,-4.1,-0.6,-2.5,4.9,509.0,2.0,-0.7,0.9,29048.0
2015-06-26,2015,177,4,22,2.1,197.1,-4.4,-1.7,-2.0,5.1,511.0,1.0,-0.5,1.1,30620.0
2015-06-26,2015,177,5,23,2.1,197.1,-4.4,-2.2,-0.3,4.9,505.0,0.5,-0.6,1.1,28731.0
2015-06-26,2015,177,6,0,2.1,197.1,-2.6,-1.3,-0.7,4.1,514.0,1.5,-1.1,1.7,39983.0
2015-06-26,2015,177,7,1,2.2,197.2,2.5,0.9,0.7,3.7,537.0,0.9,-0.4,1.8,80311.0
2015-06-26,2015,177,8,2,2.2,197.2,-0.6,2.5,-2.8,3.9,561.0,4.5,-3.1,2.0,72132.0
2015-06-26,2015,177,9,3,2.2,197.3,2.5,3.0,-0.8,4.1,547.0,2.0,-2.0,1.5,96876.0
2015-06-26,2015,177,10,4,2.2,197.3,3.3,1.8,0.0,3.8,563.0,-0.0,-1.0,1.2,139286.0
2015-06-26,2015,177,11,5,2.2,197.3,4.0,0.9,-0.2,4.2,557.0,0.7,-1.0,1.0,234933.0
2015-06-26,2015,177,12,6,2.2,197.4,4.5,0.6,-0.0,4.5,563.0,2.6,0.7,0.8,161851.0
2015-06-26,2015,177,13,7,2.2,197.4,4.7,0.6,-0.0,4.7,553.0,-0.4,0.6,1.1,114077.0
2015-06-26,2015,177,14,8,2.2,197.4,4.4,0.5,-0.6,4.5,524.0,-0.1,0.5,1.4,102406.0
2015-06-26,2015,177,15,9,2.2,197.5,4.4,0.1,-0.5,4.5,519.0,-0.8,0.7,2.2,82853.0
2015-06-26,2015,177,16,10,2.2,197.5,4.5,-0.5,-0.3,4.6,513.0,-0.9,0.8,2.5,64586.0
2015-06-26,2015,177,17,11,2.2,197.6,4.2,-0.6,0.3,4.3,499.0,-0.2,0.7,1.9,68309.0
2015-06-26,2015,177,18,12,2.2,197.6,4.4,-0.1,0.1,4.4,496.0,0.1,0.6,2.2,66678.0
2015-06-26,2015,177,19,13,2.2,197.6,4.7,0.2,-0.4,4.7,496.0,0.4,0.7,2.4,72269.0
2015-06-26,2015,177,20,14,2.2,197.7,4.6,0.1,-0.4,4.6,486.0,0.3,0.1,2.2,65466.0
2015-06-26,2015,177,21,15,2.2,197.7,4.1,0.3,-1.0,4.3,467.0,0.9,-0.6,4.4,66667.0
2015-06-26,2015,177,22,16,2.2,197.8,4.2,-0.2,0.1,4.2,467.0,-0.3,-0.3,5.2,59992.0
2015-06-26,2015,177,23,17,2.2,197.8,4.2,-0.2,-1.2,4.8,473.0,-0.2,-0.8,3.6,37312.0
2015-06-27,2015,178,0,18,2.2,197.8,4.4,-0.8,-3.0,5.4,478.0,0.6,-0.8,2.5,23978.0
2015-06-27,2015,178,1,19,2.2,197.9,4.4,-2.7,0.8,5.3,465.0,-1.1,0.9,2.6,56222.0
2015-06-27,2015,178,2,20,2.2,197.9,5.1,-2.4,0.1,5.8,474.0,-1.0,-0.5,2.0,40241.0
2015-06-27,2015,178,3,21,2.2,198.0,8.6,-2.7,2.3,9.7,496.0,-8.5,-3.5,2.9,93467.0
2015-06-27,2015,178,4,22,2.3,198.0,7.6,-4.7,4.8,11.7,592.0,-9.0,-2.1,1.1,1161753.0
2015-06-27,2015,178,5,23,2.3,198.0,8.3,-1.8,2.5,9.3,792.0,-2.4,-7.3,0.7,1278695.0
2015-06-27,2015,178,6,0,2.3,198.1,10.1,-2.2,1.2,10.5,807.0,-3.8,-5.8,0.6,939337.0
2015-06-27,2015,178,7,1,2.3,198.1,7.5,2.4,-3.5,8.7,693.0,-1.2,-9.4,1.4,1463660.0
2015-06-27,2015,178,8,2,2.3,198.2,8.4,-0.4,-2.1,8.9,763.0,-5.1,-5.2,0.8,1029219.0
2015-06-27,2015,178,9,3,2.3,198.2,7.2,-2.6,-0.9,7.9,781.0,-5.3,-7.4,0.7,777917.0
2015-06-27,2015,178,10,4,2.3,198.2,5.8,-4.2,-0.2,7.3,722.0,-4.2,-9.7,0.8,952917.0
2015-06-27,2015,178,11,5,2.3,198.3,7.3,-4.1,0.3,8.4,695.0,-0.6,-11.3,0.3,397170.0
2015-06-27,2015,178,12,6,2.3,198.3,6.8,-4.3,1.6,8.3,650.0,-1.8,-10.3,0.4,690424.0
2015-06-27,2015,178,13,7,2.3,198.4,3.5,-2.3,4.4,6.7,588.0,-4.9,-3.7,1.0,818171.0
2015-06-27,2015,178,14,8,2.3,198.4,0.7,-0.8,5.6,7.1,583.0,-7.4,-2.9,1.7,593217.0
2015-06-27,2015,178,15,9,2.3,198.4,1.7,-0.7,6.0,6.7,550.0,-7.8,-2.2,1.9,497924.0
2015-06-27,2015,178,16,10,2.3,198.5,2.5,-2.7,3.5,6.3,543.0,-3.1,-0.9,1.8,939050.0
2015-06-27,2015,178,17,11,2.3,198.5,4.0,-3.7,2.3,6.8,578.0,-3.0,-6.1,1.4,810525.0
2015-06-27,2015,178,18,12,2.3,198.6,6.0,-4.3,1.0,7.5,602.0,-1.0,-9.5,0.9,575468.0
2015-06-27,2015,178,19,13,2.3,198.6,7.1,-4.5,0.8,8.5,508.0,-2.4,0.1,0.9,513727.0
2015-06-27,2015,178,20,14,2.3,198.6,6.6,-2.9,3.8,8.9,475.0,-6.6,-1.0,1.7,194032.0
2015-06-27,2015,178,21,15,2.3,198.7,5.4,-5.3,0.6,8.3,451.0,-2.5,5.6,2.0,188606.0
2015-06-27,2015,178,22,16,2.3,198.7,-3.6,-4.9,-3.4,7.6,490.0,-0.6,1.5,2.1,175068.0
2015-06-27,2015,178,23,17,2.3,198.8,-1.7,-3.6,-5.7,7.1,478.0,2.3,1.4,1.5,132983.0
2015-06-28,2015,179,0,18,2.3,198.8,-3.1,-1.4,-2.5,5.3,489.0,0.2,-1.5,2.0,77386.0
2015-06-28,2015,179,1,19,2.4,198.8,-5.5,1.8,0.2,5.9,506.0,-1.0,-6.0,2.2,32242.0
2015-06-28,2015,179,2,20,2.4,198.9,-5.1,0.2,-1.6,5.9,509.0,2.2,-3.8,2.8,37894.0
2015-06-28,2015,179,3,21,2.4,198.9,-5.2,-0.8,-1.6,5.6,505.0,1.9,-2.8,2.7,42114.0
2015-06-28,2015,179,4,22,2.4,198.9,-3.3,-1.9,-4.2,6.4,485.0,4.3,-2.4,2.8,41233.0
2015-06-28,2015,179,5,23,2.4,199.0,-0.6,0.0,-5.4,7.2,469.0,5.4,-4.1,2.0,237750.0
2015-06-28,2015,179,6,0,2.4,199.0,1.0,4.5,-2.6,6.1,460.0,3.8,-7.2,1.5,324152.0
2015-06-28,2015,179,7,1,2.4,199.1,1.0,-2.4,0.2,4.6,473.0,3.4,-2.4,1.3,431467.0
2015-06-28,2015,179,8,2,2.4,199.1,-0.6,1.4,-4.4,5.2,461.0,2.7,-5.4,1.2,470537.0
2015-06-28,2015,179,9,3,2.4,199.1,0.4,-0.1,-2.1,3.0,473.0,3.5,-6.2,1.1,452873.0
2015-06-28,2015,179,10,4,2.4,199.2,-0.1,-2.5,-1.7,3.6,483.0,3.3,-4.1,0.8,530041.0
2015-06-28,2015,179,11,5,2.4,199.2,0.8,-4.0,0.1,4.3,471.0,1.5,-1.9,1.0,168601.0
2015-06-28,2015,179,12,6,2.4,199.3,1.0,-4.6,-0.5,4.7,442.0,1.1,1.9,1.0,68601.0
2015-06-28,2015,179,13,7,2.4,199.3,1.9,-1.9,-2.8,4.9,443.0,1.9,2.1,1.3,89267.0
2015-06-28,2015,179,14,8,2.4,199.3,1.1,-0.5,-2.7,5.5,449.0,3.8,0.4,1.8,44326.0
2015-06-28,2015,179,15,9,2.4,199.4,1.3,-5.4,0.2,5.7,450.0,0.6,5.0,1.9,30449.0
2015-06-28,2015,179,16,10,2.4,199.4,1.5,-5.3,-0.8,5.8,442.0,2.6,4.6,2.3,28733.0
2015-06-28,2015,179,17,11,2.4,199.5,0.8,-6.2,-0.6,6.4,437.0,2.3,4.9,2.7,26212.0
2015-06-28,2015,179,18,12,2.4,199.5,2.4,5.0,-1.5,7.5,436.0,3.1,-0.5,3.3,37663.0
2015-06-28,2015,179,19,13,2.4,199.5,2.7,4.7,2.1,7.1,418.0,1.3,-1.3,3.6,40070.0
2015-06-28,2015,179,20,14,2.4,199.6,1.8,6.5,1.8,7.2,417.0,2.6,-1.2,4.3,47887.0
2015-06-28,2015,179,21,15,2.4,199.6,3.7,3.0,3.6,6.8,406.0,1.3,-1.2,3.6,65802.0
2015-06-28,2015,179,22,16,2.5,199.7,4.7,1.7,2.9,6.6,400.0,0.6,-0.2,3.9,75652.0
2015-06-28,2015,179,23,17,2.5,199.7,5.3,-1.0,1.7,6.3,397.0,1.8,0.2,3.8,91761.0
2015-06-29,2015,180,0,18,2.5,199.7,4.1,2.8,2.6,6.2,407.0,0.7,-2.0,3.5,82147.0
2015-06-29,2015,180,1,19,2.5,199.8,4.1,3.2,3.5,6.5,406.0,-0.7,-1.6,3.6,70492.0
2015-06-29,2015,180,2,20,2.5,199.8,2.0,3.5,5.0,6.6,419.0,-0.5,-1.7,3.4,36733.0
2015-06-29,2015,180,3,21,2.5,199.9,1.7,4.6,3.9,6.4,424.0,0.9,-2.1,3.9,36989.0
