date,lt,year,doy,glon,trough_min_lat,AE,AE6,Kp,Kp9,Cp,C9,sum_8kp,mean_8ap,F10.7,Hour,Lat_of_Earth,Lon_of_Earth,BR,BT,BN,|B,Solar_Wind_Speed,THETA_elevation_angle_of_v,PHI_azimuth_angle_of_v,Ion_Density,Temperature
2014-09-01,0,2014,244,-90,47.0,336.0,268.1,2.3,2.4,0.6,3,19.3,10,128.9,6,7.2,261.6,3.0,-4.2,0.1,5.8,431.0,0.5,0.6,4.3,132991.0
2014-09-01,1,2014,244,-90,47.0,389.0,344.6,2.3,2.4,0.6,3,19.3,10,128.9,7,7.2,261.7,5.4,-0.7,-1.3,5.8,407.0,2.8,-3.7,4.5,96077.0
2014-09-01,2,2014,244,-90,46.0,291.0,310.7,2.3,2.4,0.6,3,19.3,10,128.9,8,7.2,261.7,3.2,0.2,1.9,5.3,430.0,-1.4,-4.3,4.6,119413.0
2014-09-01,3,2014,244,-90,47.0,192.0,235.6,2.3,2.3,0.6,3,19.3,10,128.9,9,7.2,261.7,2.4,-3.5,0.1,5.3,432.0,0.5,-0.3,4.4,122812.0
2014-09-01,4,2014,244,-90,46.0,488.0,395.3,2.3,2.3,0.6,3,19.3,10,128.9,10,7.2,261.8,-0.1,1.4,3.8,5.9,456.0,-2.8,-4.7,4.1,96691.0
2014-09-01,5,2014,244,-90,46.0,285.0,325.6,2.3,2.3,0.6,3,19.3,10,128.9,11,7.2,261.8,2.8,-1.7,1.1,5.7,426.0,0.5,-1.0,4.0,94109.0
2014-09-01,18,2014,244,-90,52.0,228.0,410.3,3.0,3.3,0.6,3,19.3,10,128.9,0,7.2,261.4,3.0,-4.6,0.3,6.6,443.0,-0.5,1.0,4.8,123862.0
2014-09-01,19,2014,244,-90,51.0,258.0,412.4,3.0,3.3,0.6,3,19.3,10,128.9,1,7.2,261.4,3.2,-0.5,-3.0,6.4,445.0,2.9,-2.9,5.0,127242.0
2014-09-01,20,2014,244,-90,50.0,289.0,404.6,3.0,3.3,0.6,3,19.3,10,128.9,2,7.2,261.4,5.2,-1.9,-2.5,6.8,423.0,2.8,-1.7,5.0,96299.0
2014-09-01,21,2014,244,-90,50.0,239.0,350.3,2.3,2.6,0.6,3,19.3,10,128.9,3,7.2,261.5,5.1,-1.3,1.0,6.3,423.0,-0.8,-1.9,4.9,107683.0
2014-09-01,22,2014,244,-90,49.0,246.0,310.9,2.3,2.6,0.6,3,19.3,10,128.9,4,7.2,261.5,4.0,-3.0,-1.1,6.1,426.0,1.3,-0.2,4.7,124085.0
2014-09-01,23,2014,244,-90,48.0,95.0,277.1,2.3,2.6,0.6,3,19.3,10,128.9,5,7.2,261.6,4.5,-1.8,1.3,5.7,420.0,-1.3,-1.6,4.5,117579.0
2014-09-02,0,2014,245,-90,49.0,387.0,314.8,2.0,2.1,0.5,2,17.7,9,138.7,6,7.2,262.6,3.2,-2.2,2.9,5.3,407.0,-3.6,0.3,4.6,73264.0
2014-09-02,1,2014,245,-90,49.0,227.0,259.3,2.0,2.1,0.5,2,17.7,9,138.7,7,7.2,262.6,0.8,-3.4,0.9,4.7,422.0,-1.5,0.5,4.5,87164.0
2014-09-02,2,2014,245,-90,49.0,185.0,212.4,2.0,2.1,0.5,2,17.7,9,138.7,8,7.2,262.7,-1.1,-4.4,1.1,4.9,433.0,-1.5,1.8,4.8,75138.0
2014-09-02,3,2014,245,-90,49.0,111.0,148.3,1.7,1.8,0.5,2,17.7,9,138.7,9,7.2,262.7,0.7,-1.5,1.1,4.5,423.0,-1.3,-0.6,4.7,77928.0
2014-09-02,4,2014,245,-90,49.0,281.0,232.3,1.7,1.8,0.5,2,17.7,9,138.7,10,7.2,262.7,0.5,-3.0,-2.4,4.9,421.0,0.8,0.1,4.8,72244.0
2014-09-02,5,2014,245,-90,50.0,247.0,241.6,1.7,1.8,0.5,2,17.7,9,138.7,11,7.2,262.8,4.2,-1.1,1.2,4.8,396.0,-2.7,-0.9,5.4,89050.0
2014-09-02,18,2014,245,-90,58.0,209.0,159.4,2.0,2.2,0.5,2,17.7,9,138.7,0,7.2,262.3,2.3,-3.2,-1.0,5.3,406.0,1.8,3.2,3.8,64710.0
2014-09-02,19,2014,245,-90,56.0,83.0,148.3,2.0,2.2,0.5,2,17.7,9,138.7,1,7.2,262.4,3.1,-2.5,2.3,5.4,399.0,-1.7,2.8,3.6,76702.0
2014-09-02,20,2014,245,-90,56.0,116.0,138.1,2.0,2.2,0.5,2,17.7,9,138.7,2,7.2,262.4,3.0,-3.4,-1.5,5.5,402.0,2.0,3.1,3.7,59323.0
2014-09-02,21,2014,245,-90,54.0,128.0,136.7,2.3,2.3,0.5,2,17.7,9,138.7,3,7.2,262.5,2.7,-1.8,3.0,5.5,403.0,-2.7,2.0,4.0,67042.0
2014-09-02,22,2014,245,-90,53.0,148.0,150.6,2.3,2.3,0.5,2,17.7,9,138.7,4,7.2,262.5,2.3,-4.6,0.4,5.6,407.0,-1.4,2.9,4.3,50365.0
2014-09-02,23,2014,245,-90,51.0,220.0,170.0,2.3,2.3,0.5,2,17.7,9,138.7,5,7.2,262.5,3.4,-3.3,-1.8,5.6,402.0,0.8,1.4,4.6,70603.0
2014-09-03,0,2014,246,-90,49.0,211.0,288.1,2.7,2.8,0.5,2,16.3,9,140.1,6,7.2,263.6,2.1,-4.2,0.3,4.9,409.0,-0.7,2.6,4.1,41639.0
2014-09-03,1,2014,246,-90,48.0,345.0,324.2,2.7,2.8,0.5,2,16.3,9,140.1,7,7.2,263.6,0.6,-4.2,-0.6,4.8,422.0,0.7,2.7,4.2,42546.0
2014-09-03,2,2014,246,-90,47.0,192.0,240.7,2.7,2.8,0.5,2,16.3,9,140.1,8,7.2,263.6,0.3,-3.4,-1.2,4.7,422.0,0.9,1.4,4.4,50780.0
2014-09-03,3,2014,246,-90,46.0,261.0,253.5,1.7,2.1,0.5,2,16.3,9,140.1,9,7.2,263.7,1.5,-3.2,-0.1,4.7,412.0,0.3,1.6,4.3,42998.0
2014-09-03,4,2014,246,-90,45.0,358.0,319.5,1.7,2.1,0.5,2,16.3,9,140.1,10,7.2,263.7,1.5,-3.4,0.8,4.6,408.0,-1.7,2.1,4.5,45714.0
2014-09-03,5,2014,246,-90,46.0,372.0,352.7,1.7,2.1,0.5,2,16.3,9,140.1,11,7.2,263.8,0.9,-3.6,1.2,4.5,411.0,-1.6,1.9,4.5,44152.0
2014-09-03,18,2014,246,-90,,83.0,162.0,2.7,2.7,0.5,2,16.3,9,140.1,0,7.2,263.3,0.0,-2.0,-3.1,4.8,428.0,1.7,-0.4,4.8,63480.0
2014-09-03,19,2014,246,-90,56.0,140.0,160.6,2.7,2.7,0.5,2,16.3,9,140.1,1,7.2,263.4,2.1,-3.4,0.7,4.7,415.0,-1.6,0.7,4.8,72309.0
2014-09-03,20,2014,246,-90,54.0,268.0,185.1,2.7,2.7,0.5,2,16.3,9,140.1,2,7.2,263.4,2.0,-2.6,-1.6,4.6,415.0,1.2,0.6,4.5,72307.0
2014-09-03,21,2014,246,-90,52.0,415.0,218.3,3.3,3.1,0.5,2,16.3,9,140.1,3,7.2,263.4,1.1,-3.9,-1.2,4.8,425.0,0.9,1.8,4.1,51110.0
2014-09-03,22,2014,246,-90,51.0,344.0,213.9,3.3,3.1,0.5,2,16.3,9,140.1,4,7.2,263.5,2.9,-1.2,-1.4,4.6,411.0,1.4,-1.2,5.2,66586.0
2014-09-03,23,2014,246,-90,49.0,465.0,255.7,3.3,3.1,0.5,2,16.3,9,140.1,5,7.2,263.5,1.1,-4.0,0.9,4.8,419.0,-1.3,2.1,4.3,48717.0
2014-09-04,0,2014,247,-90,49.0,208.0,239.3,1.3,1.6,0.3,1,12.3,6,148.4,6,7.2,264.5,2.7,-2.2,0.5,4.3,399.0,-0.4,1.0,4.4,64199.0
2014-09-04,1,2014,247,-90,48.0,118.0,162.5,1.3,1.6,0.3,1,12.3,6,148.4,7,7.2,264.6,2.1,-2.1,0.6,4.3,404.0,-0.5,1.6,4.1,66293.0
2014-09-04,2,2014,247,-90,48.0,185.0,176.6,1.3,1.6,0.3,1,12.3,6,148.4,8,7.2,264.6,4.0,-0.2,0.1,4.4,388.0,0.1,-0.8,4.3,64343.0
2014-09-04,3,2014,247,-90,47.0,371.0,299.6,2.0,1.8,0.3,1,12.3,6,148.4,9,7.2,264.7,2.8,-0.8,-0.1,4.3,399.0,0.1,-0.4,4.3,65275.0
2014-09-04,4,2014,247,-90,47.0,349.0,330.8,2.0,1.8,0.3,1,12.3,6,148.4,10,7.2,264.7,3.8,1.9,1.4,4.6,391.0,-1.3,-2.4,4.3,72166.0
2014-09-04,5,2014,247,-90,,358.0,348.0,2.0,1.8,0.3,1,12.3,6,148.4,11,7.2,264.7,3.6,2.4,1.8,4.9,393.0,-1.4,-3.0,4.4,62690.0
2014-09-04,18,2014,247,-90,,310.0,155.9,2.7,2.4,0.3,1,12.3,6,148.4,0,7.2,264.3,2.5,1.8,-0.1,3.9,409.0,0.4,-2.1,4.5,70905.0
2014-09-04,19,2014,247,-90,55.0,376.0,197.7,2.7,2.4,0.3,1,12.3,6,148.4,1,7.2,264.3,1.5,0.6,-1.7,4.0,418.0,1.1,-1.3,4.6,69020.0
2014-09-04,20,2014,247,-90,54.0,253.0,225.0,2.7,2.4,0.3,1,12.3,6,148.4,2,7.2,264.4,3.2,0.4,-2.5,4.7,410.0,1.3,-0.3,5.0,62164.0
2014-09-04,21,2014,247,-90,52.0,345.0,265.0,2.0,2.2,0.3,1,12.3,6,148.4,3,7.2,264.4,5.0,-1.2,-1.2,5.5,399.0,0.8,1.3,5.2,56790.0
2014-09-04,22,2014,247,-90,51.0,287.0,284.9,2.0,2.2,0.3,1,12.3,6,148.4,4,7.2,264.5,5.1,-1.5,-0.4,5.5,395.0,0.2,1.0,5.3,57351.0
2014-09-04,23,2014,247,-90,50.0,289.0,298.7,2.0,2.2,0.3,1,12.3,6,148.4,5,7.2,264.5,2.5,-3.7,-0.7,4.8,405.0,0.4,2.5,4.2,52515.0
2014-09-05,0,2014,248,-90,51.0,161.0,142.3,1.7,1.6,0.3,1,14.0,7,146.3,6,7.2,265.5,3.2,-2.1,-0.2,4.8,395.0,0.2,0.8,6.8,81773.0
2014-09-05,1,2014,248,-90,49.0,270.0,223.1,1.7,1.6,0.3,1,14.0,7,146.3,7,7.2,265.6,0.3,-4.2,-2.1,5.4,406.0,0.9,1.3,6.2,46832.0
2014-09-05,2,2014,248,-90,48.0,240.0,233.9,1.7,1.6,0.3,1,14.0,7,146.3,8,7.2,265.6,-0.3,-4.8,1.6,5.5,405.0,-1.2,2.3,5.7,43863.0
2014-09-05,3,2014,248,-90,47.0,224.0,227.7,1.7,1.7,0.3,1,14.0,7,146.3,9,7.2,265.6,1.8,-4.3,0.4,5.0,393.0,-0.1,2.5,5.8,52815.0
2014-09-05,4,2014,248,-90,47.0,483.0,389.3,1.7,1.7,0.3,1,14.0,7,146.3,10,7.2,265.7,4.0,-3.0,-1.7,5.4,376.0,1.9,1.7,6.1,50306.0
2014-09-05,5,2014,248,-90,46.0,406.0,400.1,1.7,1.7,0.3,1,14.0,7,146.3,11,7.2,265.7,2.3,-3.3,-1.8,4.5,375.0,2.4,1.9,6.3,54548.0
2014-09-05,18,2014,248,-90,,58.0,56.9,1.3,1.2,0.3,1,14.0,7,146.3,0,7.2,265.3,1.4,-2.1,4.1,5.5,416.0,-2.3,0.4,6.4,81294.0
2014-09-05,19,2014,248,-90,60.0,51.0,54.4,1.3,1.2,0.3,1,14.0,7,146.3,1,7.2,265.3,2.1,-2.5,3.5,5.9,415.0,-2.1,0.8,6.9,91864.0
2014-09-05,20,2014,248,-90,58.0,45.0,53.7,1.3,1.2,0.3,1,14.0,7,146.3,2,7.2,265.4,2.5,-1.9,4.4,6.2,407.0,-2.9,0.5,7.0,85773.0
2014-09-05,21,2014,248,-90,,71.0,58.7,1.3,1.3,0.3,1,14.0,7,146.3,3,7.2,265.4,1.6,-4.4,1.0,5.9,411.0,-0.4,1.1,6.9,72450.0
2014-09-05,22,2014,248,-90,55.0,69.0,63.6,1.3,1.3,0.3,1,14.0,7,146.3,4,7.2,265.4,3.6,-2.8,1.7,5.5,400.0,-0.8,0.1,7.0,94110.0
2014-09-05,23,2014,248,-90,53.0,135.0,73.6,1.3,1.3,0.3,1,14.0,7,146.3,5,7.2,265.5,2.9,-2.5,-1.7,4.6,397.0,1.1,0.2,6.8,93330.0
2014-09-06,0,2014,249,-90,50.0,300.0,224.4,2.7,2.4,0.5,2,17.3,9,159.8,6,7.2,266.5,-4.8,2.7,-7.7,9.7,346.0,-0.1,3.4,16.5,23726.0
2014-09-06,1,2014,249,-90,48.0,389.0,328.6,2.7,2.4,0.5,2,17.3,9,159.8,7,7.2,266.5,-5.3,6.3,-5.7,10.1,348.0,2.1,4.5,16.5,26142.0
2014-09-06,2,2014,249,-90,46.0,225.0,263.2,2.7,2.4,0.5,2,17.3,9,159.8,8,7.2,266.6,-5.8,4.4,0.4,7.8,340.0,4.0,3.8,24.0,33130.0
2014-09-06,3,2014,249,-90,47.0,132.0,180.3,1.3,1.7,0.5,2,17.3,9,159.8,9,7.2,266.6,-5.0,1.8,5.3,7.7,336.0,4.4,4.3,22.3,36032.0
2014-09-06,4,2014,249,-90,48.0,58.0,103.0,1.3,1.7,0.5,2,17.3,9,159.8,10,7.2,266.7,-5.0,2.5,5.7,8.1,339.0,5.2,3.8,19.9,39291.0
2014-09-06,5,2014,249,-90,,69.0,81.5,1.3,1.7,0.5,2,17.3,9,159.8,11,7.2,266.7,-6.6,2.5,2.5,8.0,337.0,5.3,3.8,20.6,57184.0
2014-09-06,18,2014,249,-90,,70.0,270.0,1.0,1.5,0.5,2,17.3,9,159.8,0,7.2,266.2,2.1,-3.9,1.7,5.0,338.0,1.4,3.8,8.5,38174.0
2014-09-06,19,2014,249,-90,60.0,68.0,201.4,1.0,1.5,0.5,2,17.3,9,159.8,1,7.2,266.3,1.8,-3.5,1.6,4.4,339.0,1.5,3.8,9.9,32837.0
2014-09-06,20,2014,249,-90,57.0,55.0,162.0,1.0,1.5,0.5,2,17.3,9,159.8,2,7.2,266.3,2.1,-3.4,2.3,4.8,336.0,0.8,4.0,9.9,31355.0
2014-09-06,21,2014,249,-90,56.0,36.0,135.0,2.3,2.0,0.5,2,17.3,9,159.8,3,7.2,266.4,1.9,-3.7,3.5,5.5,339.0,0.9,3.9,11.0,34185.0
2014-09-06,22,2014,249,-90,54.0,39.0,108.9,2.3,2.0,0.5,2,17.3,9,159.8,4,7.2,266.4,1.6,-2.8,4.1,5.4,342.0,1.5,3.4,15.7,33363.0
2014-09-06,23,2014,249,-90,54.0,125.0,79.3,2.3,2.0,0.5,2,17.3,9,159.8,5,7.2,266.5,-0.7,-4.5,2.1,6.1,352.0,2.0,3.1,20.1,38463.0
2014-09-07,0,2014,250,-90,47.0,230.0,263.5,2.3,2.5,0.3,1,11.3,7,162.6,6,7.2,267.5,3.9,4.8,-2.2,7.8,350.0,-1.6,1.0,9.4,40884.0
2014-09-07,1,2014,250,-90,46.0,86.0,151.2,2.3,2.5,0.3,1,11.3,7,162.6,7,7.2,267.5,1.2,5.1,-0.8,7.3,351.0,-0.9,-2.3,10.8,35275.0
2014-09-07,2,2014,250,-90,46.0,44.0,83.1,2.3,2.5,0.3,1,11.3,7,162.6,8,7.2,267.6,-5.5,4.1,5.0,8.6,344.0,0.3,-3.8,8.6,18687.0
2014-09-07,3,2014,250,-90,47.0,43.0,57.5,0.7,1.3,0.3,1,11.3,7,162.6,9,7.2,267.6,-6.7,0.5,6.0,9.5,337.0,1.8,-2.5,5.3,34995.0
2014-09-07,4,2014,250,-90,47.0,44.0,48.7,0.7,1.3,0.3,1,11.3,7,162.6,10,7.2,267.6,-7.4,-2.1,4.5,9.2,340.0,0.8,1.5,4.5,26642.0
2014-09-07,5,2014,250,-90,,44.0,45.6,0.7,1.3,0.3,1,11.3,7,162.6,11,7.2,267.7,-7.5,0.1,4.3,8.9,342.0,0.4,1.0,4.3,35053.0
2014-09-07,18,2014,250,-90,,336.0,246.6,3.0,2.9,0.3,1,11.3,7,162.6,0,7.2,267.2,8.4,-2.3,-3.0,9.2,412.0,-5.1,0.5,7.6,80623.0
2014-09-07,19,2014,250,-90,51.0,604.0,301.3,3.0,2.9,0.3,1,11.3,7,162.6,1,7.2,267.3,7.6,-1.8,-4.2,9.5,395.0,-5.3,-0.3,7.0,51343.0
2014-09-07,20,2014,250,-90,51.0,532.0,362.6,3.0,2.9,0.3,1,11.3,7,162.6,2,7.2,267.3,8.0,-2.0,-4.4,9.6,394.0,-5.3,-1.9,7.3,45742.0
2014-09-07,21,2014,250,-90,50.0,455.0,404.1,3.0,3.0,0.3,1,11.3,7,162.6,3,7.2,267.3,7.8,1.3,-5.0,9.5,392.0,-5.3,-2.0,7.3,32206.0
2014-09-07,22,2014,250,-90,52.0,352.0,415.1,3.0,3.0,0.3,1,11.3,7,162.6,4,7.2,267.4,5.2,5.5,-4.3,8.9,381.0,-5.1,0.4,8.2,34539.0
2014-09-07,23,2014,250,-90,47.0,276.0,403.1,3.0,3.0,0.3,1,11.3,7,162.6,5,7.2,267.4,2.8,7.1,-3.0,8.3,371.0,-4.2,0.3,10.4,26473.0
2014-09-08,0,2014,251,-90,,85.0,64.9,1.7,1.4,0.2,1,9.7,4,166.3,6,7.2,268.4,-7.1,2.3,-0.7,7.6,378.0,-3.6,-4.1,2.6,91900.0
2014-09-08,1,2014,251,-90,51.0,158.0,123.8,1.7,1.4,0.2,1,9.7,4,166.3,7,7.2,268.5,-7.2,2.0,1.1,7.7,379.0,-0.7,-3.9,2.7,103206.0
2014-09-08,2,2014,251,-90,51.0,117.0,119.5,1.7,1.4,0.2,1,9.7,4,166.3,8,7.2,268.5,-6.2,1.5,2.2,7.1,385.0,0.9,-3.5,2.8,140787.0
2014-09-08,3,2014,251,-90,51.0,50.0,75.6,0.7,1.0,0.2,1,9.7,4,166.3,9,7.2,268.6,-5.0,2.1,3.1,6.8,399.0,2.3,-2.8,2.8,175179.0
2014-09-08,4,2014,251,-90,51.0,41.0,53.7,0.7,1.0,0.2,1,9.7,4,166.3,10,7.2,268.6,-4.6,1.8,3.4,6.7,405.0,1.7,-2.7,2.8,155478.0
2014-09-08,5,2014,251,-90,,46.0,48.9,0.7,1.0,0.2,1,9.7,4,166.3,11,7.2,268.7,-3.7,0.3,4.0,6.1,417.0,1.2,-5.4,3.2,126287.0
2014-09-08,18,2014,251,-90,,39.0,34.3,0.0,0.1,0.2,1,9.7,4,166.3,0,7.2,268.2,-5.6,5.1,4.2,8.7,359.0,5.3,4.4,1.2,47052.0
2014-09-08,19,2014,251,-90,,42.0,35.1,0.0,0.1,0.2,1,9.7,4,166.3,1,7.2,268.2,-6.0,5.2,3.7,8.8,349.0,4.0,2.9,1.2,46663.0
2014-09-08,20,2014,251,-90,,38.0,35.4,0.0,0.1,0.2,1,9.7,4,166.3,2,7.2,268.3,-6.7,5.5,2.7,9.1,339.0,2.2,3.4,1.2,33513.0
2014-09-08,21,2014,251,-90,62.0,36.0,35.6,1.3,0.9,0.2,1,9.7,4,166.3,3,7.2,268.3,-6.8,5.4,2.2,9.0,337.0,1.0,3.6,1.2,40692.0
2014-09-08,22,2014,251,-90,,32.0,36.0,1.3,0.9,0.2,1,9.7,4,166.3,4,7.2,268.4,-6.4,5.7,0.9,8.7,351.0,-2.3,4.2,1.4,55673.0
2014-09-08,23,2014,251,-90,,28.0,35.7,1.3,0.9,0.2,1,9.7,4,166.3,5,7.2,268.4,-6.4,3.0,-1.8,7.7,381.0,-5.9,-3.9,2.4,96074.0
2014-09-09,0,2014,252,-90,,113.0,127.1,1.3,1.5,0.3,1,14.7,7,161.6,6,7.2,269.4,-2.0,3.5,0.0,4.4,397.0,1.0,1.8,3.1,82384.0
2014-09-09,1,2014,252,-90,51.0,72.0,92.3,1.3,1.5,0.3,1,14.7,7,161.6,7,7.2,269.5,-3.7,1.7,-0.4,4.8,382.0,-0.4,-1.0,3.5,87833.0
2014-09-09,2,2014,252,-90,50.0,50.0,65.5,1.3,1.5,0.3,1,14.7,7,161.6,8,7.2,269.5,-4.4,-0.3,-0.8,4.7,370.0,0.2,-3.9,3.4,73972.0
2014-09-09,3,2014,252,-90,50.0,50.0,55.7,1.7,1.6,0.3,1,14.7,7,161.6,9,7.2,269.5,-4.2,0.4,0.6,4.6,370.0,1.7,-2.7,3.5,71798.0
2014-09-09,4,2014,252,-90,51.0,59.0,57.8,1.7,1.6,0.3,1,14.7,7,161.6,10,7.2,269.6,-3.6,2.1,0.5,4.7,361.0,2.7,0.4,3.4,45748.0
2014-09-09,5,2014,252,-90,,74.0,68.0,1.7,1.6,0.3,1,14.7,7,161.6,11,7.2,269.6,-3.3,1.9,-1.2,4.9,364.0,0.4,0.9,3.7,36808.0
2014-09-09,18,2014,252,-90,,67.0,91.9,2.0,2.0,0.3,1,14.7,7,161.6,0,7.2,269.2,0.2,3.0,-3.4,4.9,439.0,-3.2,-1.3,3.1,104566.0
2014-09-09,19,2014,252,-90,60.0,125.0,92.4,2.0,2.0,0.3,1,14.7,7,161.6,1,7.2,269.2,1.3,2.8,-2.5,4.7,444.0,-2.3,-0.5,3.2,118736.0
2014-09-09,20,2014,252,-90,56.0,122.0,94.6,2.0,2.0,0.3,1,14.7,7,161.6,2,7.2,269.3,0.7,3.3,-2.6,4.7,434.0,-1.7,0.3,3.2,110621.0
2014-09-09,21,2014,252,-90,55.0,96.0,86.7,1.7,1.8,0.3,1,14.7,7,161.6,3,7.2,269.3,-2.3,3.1,-1.6,4.9,404.0,-0.5,-0.2,3.3,109657.0
2014-09-09,22,2014,252,-90,55.0,93.0,86.0,1.7,1.8,0.3,1,14.7,7,161.6,4,7.2,269.3,-2.5,2.3,-3.2,5.0,400.0,-2.4,-0.9,2.9,86479.0
2014-09-09,23,2014,252,-90,54.0,183.0,106.0,1.7,1.8,0.3,1,14.7,7,161.6,5,7.2,269.4,1.0,0.9,0.0,4.5,426.0,0.4,-1.4,3.0,74004.0
2014-09-10,0,2014,253,-90,,32.0,27.7,0.7,0.7,0.3,1,12.0,6,177.0,6,7.2,270.4,-1.1,4.0,-1.8,5.2,358.0,-3.2,2.3,4.9,40348.0
2014-09-10,1,2014,253,-90,,62.0,49.3,0.7,0.7,0.3,1,12.0,6,177.0,7,7.2,270.4,-3.3,0.8,0.8,5.1,341.0,0.3,-1.4,5.6,55589.0
2014-09-10,2,2014,253,-90,51.0,43.0,45.3,0.7,0.7,0.3,1,12.0,6,177.0,8,7.2,270.5,-4.4,2.1,-0.4,5.1,333.0,0.1,0.3,5.6,63668.0
2014-09-10,3,2014,253,-90,51.0,46.0,45.8,1.0,0.8,0.3,1,12.0,6,177.0,9,7.2,270.5,-1.9,2.6,-1.4,5.1,348.0,-1.8,0.4,5.6,47161.0
2014-09-10,4,2014,253,-90,50.0,47.0,46.6,1.0,0.8,0.3,1,12.0,6,177.0,10,7.2,270.6,-3.1,3.1,-1.0,5.2,338.0,-1.2,1.3,5.6,44663.0
2014-09-10,5,2014,253,-90,50.0,71.0,62.0,1.0,0.8,0.3,1,12.0,6,177.0,11,7.2,270.6,-0.5,3.5,0.6,5.3,357.0,0.5,1.9,5.7,46652.0
2014-09-10,18,2014,253,-90,58.0,143.0,181.3,2.3,2.3,0.3,1,12.0,6,177.0,0,7.3,270.2,-3.5,2.7,2.2,5.2,342.0,2.8,1.4,4.7,51405.0
2014-09-10,19,2014,253,-90,57.0,47.0,150.7,2.3,2.3,0.3,1,12.0,6,177.0,1,7.3,270.2,-0.4,3.4,3.0,5.3,366.0,3.3,1.6,4.5,40530.0
2014-09-10,20,2014,253,-90,,31.0,138.0,2.3,2.3,0.3,1,12.0,6,177.0,2,7.2,270.2,-1.6,3.5,3.0,5.3,358.0,3.2,1.6,4.5,38291.0
2014-09-10,21,2014,253,-90,,25.0,102.1,0.0,0.8,0.3,1,12.0,6,177.0,3,7.2,270.3,-2.0,2.8,2.8,5.4,353.0,3.0,0.6,4.6,38940.0
2014-09-10,22,2014,253,-90,,17.0,71.1,0.0,0.8,0.3,1,12.0,6,177.0,4,7.2,270.3,-2.2,3.9,1.7,5.3,348.0,1.4,2.9,4.5,37455.0
2014-09-10,23,2014,253,-90,,19.0,62.0,0.0,0.8,0.3,1,12.0,6,177.0,5,7.2,270.4,-2.9,3.3,2.1,5.2,343.0,1.8,1.5,5.0,42490.0
2014-09-11,0,2014,254,-90,49.0,147.0,193.9,2.3,2.7,0.6,3,18.3,11,153.4,6,7.2,271.4,1.7,-3.0,-1.0,5.0,367.0,-4.6,-3.6,8.2,146699.0
2014-09-11,1,2014,254,-90,49.0,180.0,185.1,2.3,2.7,0.6,3,18.3,11,153.4,7,7.2,271.4,1.4,-6.1,-0.7,6.6,364.0,-3.9,-1.5,6.7,86694.0
2014-09-11,2,2014,254,-90,48.0,324.0,273.0,2.3,2.7,0.6,3,18.3,11,153.4,8,7.2,271.5,0.9,-5.5,-1.9,6.1,363.0,-2.4,-1.5,6.9,67169.0
2014-09-11,3,2014,254,-90,46.0,633.0,500.8,2.3,2.4,0.6,3,18.3,11,153.4,9,7.2,271.5,-0.6,-4.5,-1.9,5.5,370.0,-1.8,-1.8,7.6,73357.0
2014-09-11,4,2014,254,-90,46.0,409.0,442.7,2.3,2.4,0.6,3,18.3,11,153.4,10,7.2,271.5,0.3,-5.6,-0.6,5.8,368.0,-2.4,-1.4,6.9,66012.0
2014-09-11,5,2014,254,-90,46.0,392.0,410.7,2.3,2.4,0.6,3,18.3,11,153.4,11,7.2,271.6,-0.4,-5.3,0.2,5.7,379.0,-2.0,-1.2,6.8,53327.0
2014-09-11,18,2014,254,-90,58.0,195.0,209.1,2.7,2.7,0.6,3,18.3,11,153.4,0,7.2,271.1,1.5,-4.5,3.8,7.1,369.0,-4.0,1.5,15.5,57647.0
2014-09-11,19,2014,254,-90,59.0,95.0,179.4,2.7,2.7,0.6,3,18.3,11,153.4,1,7.2,271.2,2.1,-5.4,0.8,6.4,375.0,-4.5,-0.4,14.4,76585.0
2014-09-11,20,2014,254,-90,54.0,160.0,179.9,2.7,2.7,0.6,3,18.3,11,153.4,2,7.2,271.2,-0.5,1.0,-5.6,6.8,379.0,-2.9,-2.2,12.3,84314.0
2014-09-11,21,2014,254,-90,52.0,482.0,221.4,3.7,3.4,0.6,3,18.3,11,153.4,3,7.2,271.3,-0.2,0.3,-3.3,6.5,380.0,-2.9,-2.8,10.3,107591.0
2014-09-11,22,2014,254,-90,51.0,280.0,235.3,3.7,3.4,0.6,3,18.3,11,153.4,4,7.2,271.3,0.2,-5.6,1.1,6.4,380.0,-6.6,-3.7,8.9,133383.0
2014-09-11,23,2014,254,-90,49.0,254.0,249.4,3.7,3.4,0.6,3,18.3,11,153.4,5,7.2,271.3,1.4,-3.3,-2.9,6.3,367.0,-4.1,-4.5,8.1,161680.0
2014-09-12,0,2014,255,-90,,204.0,287.4,2.0,2.9,1.4,6,32.3,37,154.0,6,7.2,272.4,2.5,-7.9,7.0,11.2,454.0,-4.4,1.9,16.9,81636.0
2014-09-12,1,2014,255,-90,,119.0,180.9,2.0,2.9,1.4,6,32.3,37,154.0,7,7.2,272.4,2.4,-3.3,6.6,9.0,457.0,-4.6,0.5,17.4,102386.0
2014-09-12,2,2014,255,-90,47.0,122.0,143.2,2.0,2.9,1.4,6,32.3,37,154.0,8,7.2,272.4,1.3,-5.3,4.9,8.0,456.0,-3.9,1.5,17.1,97349.0
2014-09-12,3,2014,255,-90,46.0,247.0,208.5,3.0,2.9,1.4,6,32.3,37,154.0,9,7.2,272.5,0.4,-7.3,2.5,8.1,456.0,-1.8,3.8,11.9,83501.0
